name,overall_rating,potential,national_team,national_rating
C. Menéndez,72,72,,
L. Immers,72,72,,
Elustondo,72,72,,
Y. Cahuzac,72,72,,
L. Ariaudo,72,72,,
K. Molino,72,72,,
M. Cauteruccio,72,72,,
S. Byram,72,75,,
Sergio Sánchez,72,72,,
N. Domínguez,72,84,,
R. Elliot,72,72,,
T. Carroll,72,74,,
L. Rosić,72,76,,
D. Villalpando,72,73,,
W. Ángel,72,78,,
S. Martinsson Ngouali,72,73,,
R. Woods,72,77,,
Jorge Teixeira,72,72,,
M. Higashiguchi,72,72,,
A. Esiti,72,77,,
Y. Mollo,72,72,,
M. Djenepo,72,83,,
Gelson Dala,72,82,,
Cristian Herrera,72,73,,
Djalma,72,72,,
C. Fai,72,74,Cameroon,75
A. Tettey,72,72,,
S. Di Carmine,72,72,,
C. Mulgrew,72,72,Scotland,75
Nuno Coelho,72,72,,
L. Ceppitelli,72,72,,
Fábio,72,72,,
A. Williams,72,72,Wales,75
I. Ávila,72,72,,
A. Murgia,72,78,,
S. Uçan,72,77,,
R. Gudiño,72,79,,
J. Russell,72,72,Scotland,75
S. Hutchinson,72,72,,
T. Ben Haim,72,72,,
M. Rybus,72,72,,
N. Jelavić,72,72,,
A. Ramos,72,72,,
Y. Namli,72,75,,
L. Haraslín,72,80,,
Y. Gouffran,72,72,,
J. Gómez,72,77,,
Sin Jin Ho,72,72,,
R. Kishna,72,76,,
O. Alderete,72,82,,
M. Pisano,72,72,,
C. Jullien,72,76,,
S. Lletget,72,74,United States,74
C. Trimmel,72,72,,
M. Leye,72,72,,
Edu Expósito,72,83,,
Xavier,72,73,,
J. Gutiérrez,72,72,,
Feng Xiaoting,72,72,,
K. Galanopoulos,72,84,,
A. Sørloth,72,79,Norway,75
J. Wiland,72,72,,
R. Delgado,72,72,,
C. Nhamoinesu,72,72,,
P. Olayinka,72,79,,
Vigaray,72,78,,
I. Runje,72,73,,
Fernando Canesín,72,73,,
Sergi Palencia,72,80,,
Oier,72,72,,
Fran Mérida,72,73,,
J. Cristaldo,72,72,,
Simao Mate,72,72,,
N. Baker,72,73,,
J. Savarino,72,82,Venezuela,73
Danilo,72,73,,
J. Ikoko,72,77,,
M. Trotta,72,73,,
B. Linssen,72,72,,
A. Cerci,72,72,,
O. Etebo,72,81,,
K. Acosta,72,80,,
N. Höfler,72,72,,
Ontiveros,72,80,,
Ronaldo Vieira,72,81,,
C. Knasmüllner,72,75,,
G. Lajud,72,76,,
I. Gómez,72,83,,
Andrei Girotto,72,74,,
C. Arboleda,72,72,,
J. Cabot,72,78,,
C. Basham,72,72,,
R. Bobadilla,72,72,,
F. Nita,72,72,Romania,72
M. Camara,72,82,,
M. Guendouzi,72,85,,
P. Stenzel,72,77,,
Z. Vanheusden,72,86,,
S. Juklerød,72,77,,
K. Onisiwo,72,73,,
Tiago,72,72,,
G. Mancini,72,81,,
H. Kiyotake,72,72,,
Maycon,72,84,,
S. Benrahma,72,78,,
R. Holzhauser,72,76,,
A. Al Habsi,72,72,,
J. Hamad,72,72,,
V. Salazar,72,77,,
M. Oikonomou,72,76,,
T. Zengin,72,72,,
Nuno da Costa,72,72,,
W. Kanon,72,75,,
Camacho,72,78,,
J. Schieber,72,72,,
M. Sau,72,72,,
A. Struna,72,73,Slovenia,75
Thiago Cionek,72,72,,
J. Hugill,72,75,,
M. Rodríguez,72,76,,
P. Da Silva,72,72,,
Jandrei,72,77,,
Jonas Damasto,72,72,,
P. Bardsley,72,72,,
L. Reyes,72,73,Club Atlas,70
Álex Pérez,72,74,,
L. Benito,72,73,,
M. Diaby,72,85,,
N. Kebano,72,72,,
A. Abdennour,72,72,,
B. Kamara,72,86,,
R. Sallai,72,80,Hungary,73
Ayrton,72,83,,
B. Perlaza,72,75,,
Marcão,72,78,,
B. Kamara,72,78,,
M. Mavraj,72,72,,
A. Leya Iseka,72,79,,
J. Pollersbeck,72,79,,
Y. Ayhan,72,72,,
K. Narey,72,75,,
S. Bastien,72,79,,
A. Brignoli,72,74,,
C. Robinson,72,78,Republic of Ireland,74
J. Risdon,72,75,Western Sydney Wanderers,65
Y. Makarenko,72,74,,
Aythami Artiles,72,72,,
C. Riaño,72,72,,
J. Morávek,72,72,,
G. Masouras,72,75,,
Allano,72,80,,
C. Falletti,72,75,,
T. Al Jassam,72,72,,
F. Moubandje,72,72,Switzerland,77
S. Bossut,72,72,,
S. Moreira,72,78,,
C. Terzi,72,72,,
J. Jeanvier,72,76,,
Martos,72,72,,
F. Fontanini,72,73,,
J. Gressel,72,75,,
M. Ducksch,72,76,,
R. Vargas,72,72,,
B. Acosta,72,76,,
D. Villalva,72,72,,
P. Gallese,72,73,,
E. Kaçe,72,75,,
C. Gruezo,72,79,Ecuador,72
Y. Endo,72,72,,
M. Langerak,72,72,Nagoya Grampus,67
Aitor Sanz,72,72,,
L. Štetina,72,75,,
A. Shehu,72,75,,
B. Bolingoli,72,77,,
T. Kalas,72,76,Czech Republic,75
M. Günok,72,73,,
J. Forlín,72,72,,
Y. Ouattara,72,72,,
C. Fassnacht,72,75,BSC Young Boys,71
T. Cardona,72,78,,
I. Kiese Thelin,72,74,Sweden,76
T. Trybull,72,74,,
Murilo,72,78,,
A. Adomah,72,72,,
M. Olunga,72,79,,
B. Petković,72,77,,
D. Arias,72,72,,
W. Foderingham,72,74,,
C. Pinsoglio,72,72,,
Josué da Feira,72,72,,
Iván López,72,76,,
G. Brugman,72,74,,
A. Shabanov,72,77,,
P. Rubio,72,72,,
L. Mabiala,72,72,,
A. Davies,72,87,Canada,70
David Ferreiro,72,72,,
M. Castagnetti,72,72,,
D. Álvarez,72,77,,
E. Pačinda,72,72,,
A. Kravets,72,72,,
Walter Silvieiro,72,72,,
J. Bednarek,72,81,Poland,77
D. Maresic,72,84,,
D. Alar,72,72,,
K. Diatta,72,85,,
J. Torunarigha,72,83,,
J. Lucumi,72,80,,
Thiago Alminxa,72,72,,
R. Matos,72,73,,
C. Santos,72,72,,
Santi da Bruma,72,72,,
R. Quioto,72,72,,
J. Sala,72,72,,
J. Rinne,72,77,,
S. Scuffet,72,82,,
K. Lamprou,72,73,,
René,72,72,,
D. Limnios,72,80,,
R. Gómez,72,73,,
S. Badji,72,72,,
M. Schmiedebach,72,72,,
Hong Jeong Ho,72,72,,
Bracali,72,72,,
A. Mosquera,72,73,,
David García,72,72,,
Nacho Gil,72,80,,
Mauro Riboas,72,72,,
T. Murg,72,76,,
L. Olaza,72,78,,
R. Williams,72,72,,
Charles,72,76,,
Carleto Costinha,72,72,,
Nélson Monte,72,78,,
N. Powell,72,76,,
A. Oukidja,72,73,,
A. Silbeira,72,72,,
B. Caicedo,72,75,,
Y. Bammou,72,73,,
J. Okore,72,76,,
Hugo Rubiães,72,72,,
S. Yago,72,75,,
R. Varga,72,72,,
K. Nordfeldt,72,74,Sweden,76
N. Bertolo,72,72,,
M. Suttner,72,72,,
W. Vaulks,72,74,,
T. Sušić,72,73,,
Vítor Gomes,72,72,,
R. Shawcross,72,72,,
Zhang Xizhe,72,72,,
Rogerinho,72,72,,
L. Höler,72,75,,
S. Longo,72,73,,
A. Morales,72,72,,
Marc Mateu,72,72,,
A. Costa,72,72,,
Nilsito Vilela,72,72,,
D. Banguero,72,72,,
R. Zozulya,72,72,,
Pedro Porro,72,85,,
A. Matri,72,72,,
F. Angileri,72,79,,
A. Losilla,72,72,,
A. Forshaw,72,73,,
D. Di Gennaro,72,72,,
E. Karaca,72,72,,
I. Radu,72,84,,
E. Ofori,72,78,,
I. Baldé,72,72,,
Y. Boli,72,75,,
F. Lértora,72,73,,
M. Johansson,72,73,,
Diego Ângelo,72,72,,
S. Żurkowski,72,83,,
G. Escobar,72,80,,
Paulao Junqueiras,72,72,,
Matheus Cunha,72,86,,
F. Sambueza,72,72,,
F. Zuqui,72,73,,
S. Sáez,72,72,,
A. Briseño,72,77,,
B. Méndez,72,82,,
M. Izco,72,72,,
P. Arriola,72,77,United States,74
R. Sigurjónsson,72,72,,
Bruno Uvini,72,73,,
E. Soto,72,72,,
Clayton Fildeiras,72,72,,
S. Barreiro,72,80,,
Luís Leal,72,72,,
J. Correa,72,74,,
C. Akolo,72,80,,
Felipe,72,72,,
G. Angella,72,72,,
D. Martínez,72,72,,
Simy,72,75,,
E. Insúa,72,73,,
O. Vranješ,72,73,,
L. Ardente,72,72,,
E. Jakupović,72,72,,
H. Bandé,72,84,,
R. Morioka,72,73,,
C. Pantilimon,72,72,Romania,72
A. Gerndt,72,72,,
Gao Lin,72,72,,
H. Palacios,72,77,,
A. Silva,72,72,,
João Schmidt,72,75,,
R. Métanire,72,72,,
D. Kombarov,72,72,Russia,77
J. Torres Nilo,72,72,,
A. Hoffmann,72,76,,
R. Canouse,72,80,,
D. Zabala,72,72,,
Ji Dong Won,72,72,,
M. Erdinç,72,72,,
A. Ömür,72,79,,
Costinha,72,75,,
F. Ricci,72,75,,
A. Novikovas,72,72,,
O. Gonzalez,72,72,,
D. Čop,72,72,,
M. Milligan,72,72,Australia,73
D. Morales,72,72,,
B. Hrgota,72,75,,
L. Caldirola,72,72,,
M. Rosenberg,72,72,,
Su Boyang,72,73,,
D. Gonzo,72,78,,
I. Seck,72,72,,
J. Mauri,72,79,,
G. Zusi,72,72,,
Claiton,72,72,,
D. Vavro,72,79,,
J. Fernández,72,72,,
Adrián Burnabão,72,72,,
F. Avenatti,72,75,,
M. Iori,72,72,,
O. Nyland,72,74,Norway,75
Domingos Duarte,72,80,,
A. Castro,72,78,,
I. Mbenza,72,80,,
A. Aguerre,72,75,,
Y. Meriah,72,75,,
Àngel Rangel,72,72,,
Renato Santos,72,72,,
S. van de Streek,72,74,,
Léo Jabá,72,82,,
C. Borja,72,75,Sporting CP,78
Y. Msakni,72,72,,
F. Al Muwallad,72,77,,
L. Carole,72,73,,
T. Romanczuk,72,73,,
E. Koulouris,72,78,,
A. Chipciu,72,72,Romania,72
T. Torun,72,72,,
Jessé Ledeiro,72,72,,
B. van Leer,72,74,,
Salomão,72,72,,
Álex Fernández,72,75,,
Pedro Sánchez,72,72,,
Jairinhazo,72,72,,
S. Perica,72,77,,
Hwang Hee Chan,72,81,,
Clerc,72,73,,
R. Danzé,72,72,,
B. Trawally,72,78,,
R. McCormack,72,72,,
F. Díaz,72,72,,
S. Decarli,72,74,,
H. Afful,72,72,,
R. Žulj,72,73,,
Guitián,72,74,,
Florentino Luís,72,87,,
K. Diks,72,79,,
S. Medina,72,74,,
Orlando Sá,72,72,,
C. Molinaro,72,72,,
C. González,72,75,,
G. Poblete,72,75,,
Angulo,72,72,,
Joselu,72,72,,
R. Walter,72,78,,
M. Trávník,72,78,,
D. Arslanagic,72,76,,
M. Mittelstädt,72,82,,
Y. Orozco,72,72,,
J. Omlin,72,78,FC Basel 1893,73
M. Meli,72,75,,
Pablo Marí,72,78,,
L. Abecasis,72,72,,
P. Ceppelini,72,73,,
R. Wolf,72,72,,
D. Kuciak,72,72,,
A. Tuanzebe,72,83,,
Leordinho Paes,72,72,,
Kiko Olivas,72,72,,
R. De Laet,72,72,,
F. Romagna,72,86,,
C. Medjani,72,72,,
S. Koroki,72,72,,
M. Vlap,72,79,,
E. Martínez,72,77,,
Montoro,72,72,,
S. Adegbenro,72,80,,
I. Sylla,72,76,,
Alberto,72,72,,
P. Crouch,72,72,,
Fernandinho,72,72,,
F. Gaibor,72,73,,
A. Farías,72,72,,
M. Sobottka,72,78,,
T. Lawrence,72,75,Wales,75
V. Belec,72,74,Slovenia,75
Pau Torres,72,80,,
B. Johnsen,72,73,Norway,75
J. Galván,72,75,,
Rafa Soares,72,80,,
R. Shotton,72,72,,
L. Suárez,72,80,,
A. Fransson,72,77,,
J. Nsame,72,77,,
P. Djilobodji,72,72,,
Porphirinho,72,72,,
Jorge Pombo,72,76,,
K. Bartley,72,74,,
C. Peralta,72,72,,
D. Buitrago,72,72,,
G. Lux,72,72,,
D. Maietta,72,72,,
K. Saief,72,74,,
Pedro Tiba,72,72,,
L. Ayling,72,73,,
Marlion Simões,72,72,,
Rômulo Calsede,72,72,,
W. Katsande,72,72,,
Enzo Merques,72,72,,
S. Mendoza,72,73,,
Vieiraldo Junior,72,72,,
B. Osborn,72,78,,
B. Assombalonga,72,75,,
S. Alakouch,72,82,,
T. Adams,72,84,United States,74
J. Lucumi,72,83,,
C. Jean,72,77,,
G. Sertic,72,72,,
Carlos,72,79,,
J. Marié,72,73,,
N. Krstičić,72,72,,
João Aurélio,72,72,,
T. Castagne,72,79,,
Brandon Thomas,72,79,,
Juankar,72,72,,
R. Noir,72,72,,
M. Hawsawi,72,75,,
S. Zoller,72,72,,
M. Andreolli,72,72,,
T. Ouwejan,72,78,,
G. Fernández,72,72,,
I. Hayden,72,79,,
M. Pongračić,72,83,,
Pimentiscinho,72,72,,
S. Rosted,72,77,Norway,75
Diego González,72,79,,
L. Castro,72,72,,
T. Lees,72,73,,
T. Chery,72,72,,
S. Armenteros,72,72,,
G. Vural,72,72,,
M. James,72,72,,
Zeng Cheng,72,72,,
M. Bakakis,72,73,Greece,75
Lee Chang Min,72,77,,
N. Bendtner,72,72,,
Pedro Nuno,72,79,,
M. Flekken,72,75,,
Dener,72,74,,
A. Ba,72,74,,
L. Jiménez,72,72,,
G. Castellani,72,72,,
T. Hoogland,72,72,,
J. Schunke,72,72,,
B. Carrasco,72,72,,
R. Nelson,72,85,,
Sandelas Júnior,72,72,,
P. Aránguiz,72,81,,
V. Granat,72,72,,
D. Malen,72,83,,
A. Mendy,72,76,,
Otávinho Vila,72,72,,
F. Ceccherini,72,77,,
M. Vejinović,72,72,,
M. Moreno,72,81,,
O. El Hajjam,72,72,,
Patric,72,75,,
L. Landre,72,75,,
M. Murillo,72,80,,
T. Huddlestone,72,72,,
A. Jóhannsson,72,72,,
Luca Sangalli,72,77,,
J. Lucero,72,72,,
C. Carbonero,72,72,,
K. Karaman,72,76,,
Isaías,72,72,,
E. Mulder,72,73,,
N. Milenković,72,81,,
Jon Bautista,72,78,,
T. Goiginger,72,74,,
B. Kayal,72,72,,
P. Gerkens,72,76,,
Molinero,72,72,,
G. Letizia,72,72,,
K. Omeruo,72,79,,
R. Koolwijk,72,72,,
I. Rossi,72,78,,
H. Aleesami,72,72,Norway,75
A. Blin,72,78,,
J. Drobný,72,72,,
F. Boulaya,72,73,,
A. Benali,72,73,,
H. Droguett,72,72,,
Santi Comesaña,72,78,,
R. Pierre-Gabriel,72,82,,
J. Pohjanpalo,72,77,,
A. Gunn,72,82,,
D. Siovas,72,72,Greece,75
J. Murphy,72,77,,
J. Zmrhal,72,75,Czech Republic,75
Rober Ibáñez,72,75,,
V. Jovanović,72,76,,
F. Sacko,72,78,,
N. Karelis,72,73,Greece,75
Laure,72,72,,
L. Koutris,72,78,Greece,75
F. Chafik,72,72,,
S. Wuytens,72,72,,
L. Robertone,72,82,,
A. Dioussé,72,80,,
I. Damonte,72,72,,
S. Prediger,73,73,,
G. Guruceaga,73,81,,
F. Melchiorri,73,73,,
J. Ménez,73,73,,
G. Zardes,73,74,United States,74
Y. Yotún,73,73,Cruz Azul,72
J. Schmid,73,73,,
B. Sigurðarson,73,73,,
C. Carmona,73,73,,
F. Sánchez,73,73,,
P. Nakoulma,73,73,,
F. Bardi,73,74,,
V. Manceau,73,73,,
J. Fleck,73,74,,
Paolito Serra,73,73,,
Ailton,73,78,,
U. Agbo,73,80,,
S. Peeters,73,74,,
T. Kaminski,73,76,,
A. Gunnarsson,73,73,Iceland,72
L. Fer,73,73,,
S. Cáseres,73,83,,
D. Ćaleta-Car,73,80,,
G. Wikheim,73,76,,
T. Heurtaux,73,73,,
D. Ba,73,73,,
S. Ingason,73,78,Iceland,72
Bobô,73,73,,
L. Pocrnjic,73,73,,
Hervías,73,76,,
B. Reid,73,76,,
A. McGeady,73,73,,
B. Raman,73,78,,
A. Cohen,73,73,,
J. Barroso,73,73,,
Clinton Mata,73,74,,
G. Jara,73,73,,
Juan Villar,73,73,,
I. Köybaşı,73,73,,
T. Tomiyasu,73,84,,
B. Sharp,73,73,,
Manu García,73,84,,
K. Rezaei,73,75,,
K. Schindler,73,75,,
J. Uronen,73,78,Finland,70
M. Vrančić,73,73,,
P. Aquino,73,78,Club León,71
T. Leistner,73,73,,
Juanfran,73,73,,
E. Barco,73,88,,
B. Bianchi,73,73,,
Caio Secco,73,75,,
K. Naughton,73,73,,
Chiquinho,73,78,,
J. Elez,73,77,,
D. Heuer Fernandes,73,77,,
Pelé,73,74,,
E. Reynoso,73,82,,
A. Regattin,73,73,,
H. Saivet,73,73,,
Sergi Samper,73,80,,
A. Peñaranda,73,81,Venezuela,73
M. Bettinelli,73,77,,
Unai Simón,73,84,,
Mattheus Oliveira,73,78,,
L. Gil,73,74,,
N. Isimat-Mirin,73,74,,
V. Torosidis,73,73,Greece,75
Douglas Luiz,73,83,,
D. Musto,73,73,,
Gonçalo Silva,73,75,,
J. Kovařík,73,73,,
Wallace,73,73,,
C. Rigamonti,73,73,,
A. Limbombe,73,77,,
Oswaldito Cuba,73,73,,
R. Gosens,73,78,,
R. Genevois,73,73,,
Douglas,73,73,,
R. Bezus,73,73,,
M. Frantz,73,73,,
A. Tashaev,73,77,,
J. Herrera,73,73,Universidad de Chile,70
R. Krhin,73,73,Slovenia,75
Aleix García,73,85,,
A. Hunou,73,76,,
Dani Giménez,73,73,,
D. Diekmeier,73,73,,
M. Diouf,73,73,,
Stephen Eustáquio,73,84,,
O. Kucher,73,73,,
L. Miranda,73,77,,
Rúben Semedo,73,79,,
V. Wormgoor,73,73,,
N. Penneteau,73,73,,
Edgar Badía,73,76,,
J. Ito,73,75,,
Amilton,73,73,,
W. Trapp,73,77,United States,74
K. Adénon,73,73,,
D. McCarty,73,73,,
S. Simič,73,81,,
José Rodríguez,73,78,,
O. Kragl,73,73,,
S. Kljestan,73,73,,
I. Arboleda,73,80,Club Atlético Banfield,69
L. Díaz,73,84,,
B. Wood,73,76,United States,74
M. Klich,73,73,Poland,77
J. Leca,73,73,,
M. Wagué,73,75,,
Nivo Serpinho,73,73,,
K. Reichel,73,73,,
R. Sigurðsson,73,73,,
F. Tobio,73,74,,
M. Rzatkowski,73,73,,
M. Abeid,73,75,,
R. Neustädter,73,73,Russia,77
Pierrino Faria,73,73,,
Frédéric Mendy,73,73,,
João Talocha,73,73,,
N. Skubic,73,73,Slovenia,75
A. Reach,73,76,,
L. Fernández,73,74,,
W. Montillo,73,73,,
Y. Banana,73,75,,
W. Hahn,73,77,,
Y. Asad,73,79,,
P. Ankersen,73,73,,
V. Pajot,73,73,,
M. Heller,73,73,,
O. Tufan,73,78,,
D. Biraschi,73,80,,
M. Stępiński,73,80,,
S. Williams,73,73,Republic of Ireland,74
K. Nababkin,73,73,,
F. Monetti,73,74,,
H. Kaldırım,73,73,Turkey,76
A. Hruška,73,73,,
R. Elm,73,73,,
A. Baumjohann,73,73,,
Pedro Santos,73,73,,
T. Letschert,73,75,,
F. Cacciatore,73,73,,
O. Tannane,73,77,,
A. Behich,73,73,Australia,73
N. Lombaerts,73,73,,
A. Zambo Anguissa,73,81,Cameroon,75
Frederico Venâncio,73,77,,
K. Rausch,73,73,,
L. Janson,73,79,,
C. Marrugo,73,73,,
Calero,73,82,,
J. Hušbauer,73,73,Czech Republic,75
A. Miranchuk,73,81,Russia,77
F. Lucioni,73,73,,
M. Wöber,73,81,,
S. Amrabat,73,79,,
F. Đorđević,73,73,,
L. Ulloa,73,73,,
C. Goldson,73,78,,
N. Tomović,73,73,,
S. Lukić,73,80,,
J. Jones,73,73,,
M. Borjan,73,73,,
Z. Tomašević,73,74,,
Y. Kubo,73,76,,
A. Ujah,73,73,,
G. Donati,73,73,,
N. Uysal,73,74,,
A. Traoré,73,73,Côte d'Ivoire,75
A. Luthe,73,73,,
M. Mitrović,73,78,,
B. Guzan,73,73,United States,74
M. Leitner,73,75,,
V. Shepelev,73,82,,
H. Martín,73,74,Club América,74
M. Shaparenko,73,85,,
A. Hahn,73,73,,
F. Hinestroza,73,73,,
M. Poundjé,73,74,,
S. Schaars,73,73,,
F. Diagne,73,73,,
A. Donis,73,83,Greece,75
J. Añor,73,76,,
S. Dimitrievski,73,77,,
X. Chavalerin,73,73,,
V. Stocker,73,73,,
A. Traoré,73,73,,
J. Lolley,73,74,,
O. Edouard,73,84,,
H. Magnússon,73,78,Iceland,72
P. Nardi,73,79,,
L. Barrios,73,73,,
R. Vlaar,73,73,,
S. Naismith,73,73,Scotland,75
F. Vicari,73,81,,
J. Ramírez,73,75,,
Kuca,73,73,,
J. Egan,73,77,Republic of Ireland,74
J. Johansson,73,73,,
Pere Milla,73,76,,
Gustavo Lobateiro,73,73,,
E. Cerutti,73,73,,
W. Saïd,73,79,,
P. Tachtsidis,73,73,,
J. Livermore,73,73,,
T. Hořava,73,73,Czech Republic,75
G. van der Wiel,73,73,,
C. Ninga,73,75,,
Benjamin Meseira,73,73,,
W. Faríñez,73,83,Millonarios FC,69
M. Martins,73,73,,
Cucurella,73,84,,
S. Viera,73,73,,
C. Chimino,73,73,,
J. Van Damme,73,73,,
J. Howson,73,73,,
D. Ward,73,76,Wales,75
Bruno Alves,73,73,,
F. Sørensen,73,76,,
B. Martins Indi,73,76,,
P. Schiattarella,73,73,,
V. Le Goff,73,73,,
G. Saville,73,76,Northern Ireland,71
Galeno,73,84,,
Perdigão,73,73,,
S. Salcedo,73,82,,
Bruno Gaspar,73,75,,
M. Barrios,73,73,,
A. Bakasetas,73,77,Greece,75
M. Knoll,73,73,,
O. Ntcham,73,82,,
C. Mathenia,73,75,,
Juliano Mascarinhas,73,73,,
C. Doukouré,73,78,Côte d'Ivoire,75
E. Buendía,73,80,,
Gus Outomouro,73,73,,
Diogo Figueiras,73,74,,
Vasco Fernandes,73,73,,
O. Veigneau,73,73,,
A. Christiansen,73,73,,
C. Mayada,73,73,,
G. Torje,73,73,,
M. van der Hoorn,73,76,,
J. Pied,73,73,,
S. Carson,73,73,,
D. Ndongala,73,73,,
A. Abedzadeh,73,77,,
S. Larsson,73,73,Sweden,76
J. Góralski,73,77,,
A. Rodríguez,73,73,,
L. Narsingh,73,73,,
F. Eboa Eboa,73,80,,
Bruno Varela,73,77,,
K. Möhwald,73,77,,
Cristiano,73,73,,
S. Frei,73,73,,
K. Mrabti,73,79,,
M. Bauer,73,74,,
Álvaro Jiménez,73,80,,
A. Büttner,73,73,,
Bruno Xadas,73,84,,
J. Valdés,73,73,,
R. Martínez,73,73,,
T. Krul,73,73,,
T. Elyounoussi,73,73,Norway,75
F. Barba,73,79,,
H. Mukhtar,73,80,,
Carlos Hernández,73,74,,
Samir,73,77,,
Juan Carlos,73,73,,
M. Stekelenburg,73,73,,
K. Long,73,74,Republic of Ireland,74
Pedro Rocha,73,79,,
M. Banguera,73,73,,
Diego Lopes,73,77,,
S. Gentiletti,73,73,,
D. Henderson,73,83,,
A. Chávez,73,74,,
E. Barreto,73,73,,
G. Toledo,73,73,,
L. Boyé,73,81,,
V. Qazaishvili,73,74,,
B. Hamid,73,76,,
Miguel Veloso,73,73,,
Yan Junling,73,76,,
Munir,73,74,,
J. Riedewald,73,80,,
S. de Jong,73,73,,
R. Orsolini,73,85,,
D. Pavelka,73,76,,
B. Dejaegere,73,74,,
S. Cárdenas,73,73,,
M. Kamiński,73,75,Poland,77
E. Didot,73,73,,
M. Demiral,73,83,,
Douglas Armeira,73,73,,
K. Pedersen,73,78,,
Jorge,73,79,,
Edgar Méndez,73,73,,
T. Xhaka,73,75,,
Dídac Vilà,73,73,,
Diogo Dalot,73,84,,
T. Fosu-Mensah,73,82,,
Ailton Valpaços,73,73,,
F. Manríquez,73,73,,
M. Rangel,73,73,,
Rubén García,73,78,,
P. Karlsson,73,73,,
M. Nervo,73,74,,
H. Harbaoui,73,73,,
F. Dionisi,73,73,,
A. Ibargüen,73,74,,
J. O'Connell,73,80,,
C. Clemens,73,73,,
Élton,73,73,,
L. Baal,73,73,,
A. Büyük,73,73,,
Víctor Rodríguez,73,73,,
T. Ince,73,73,,
C. Buchtmann,73,76,,
G. Bussmann,73,73,,
M. Dituro,73,73,,
Alexis,73,73,,
Ivo Rodrigues,73,79,,
I. Balliu,73,74,,
R. Hennings,73,73,,
M. Britos,73,73,,
Roberto Torres,73,73,,
M. Yanga-Mbiwa,73,73,,
Tiago Sá,73,81,,
O. Sorg,73,73,,
Gabriel Silva,73,74,,
Dani Raba,73,79,,
B. Lozano,73,75,,
Vinicius Cardenha,73,73,,
J. Schlupp,73,76,,
Juli Piresinho,73,73,,
André Geraldes,73,74,,
O. Opazo,73,73,Colo-Colo,71
S. Kapino,73,78,,
Ferrán Torres,73,86,,
C. Keşerü,73,73,,
M. Santos,73,77,,
F. Novák,73,73,,
K. Darlow,73,75,,
F. Diedhiou,73,76,,
V. Forren,73,73,,
F. Mattiello,73,78,,
O. Pérez,73,73,,
T. Ciğerci,73,76,,
B. Ramselaar,73,79,,
C. Njie,73,76,Cameroon,75
A. Najar,73,77,,
R. Yabo,73,73,,
G. Cameron,73,73,,
K. Monnet-Paquet,73,73,,
E. Unsain,73,80,,
A. Walke,73,73,,
Cifuentes,73,73,,
Marcos Paneira,73,73,,
L. Rodríguez,73,73,Tigres U.A.N.L.,75
Diego Farías,73,73,,
J. Pivarić,73,73,,
Hwang Ui Jo,73,75,,
F. Kudryashov,73,73,Russia,77
Luis Couprins,73,73,,
N. Gießelmann,73,74,,
M. Luongo,73,76,Australia,73
Flavio Paixão,73,73,,
Aitor,73,76,,
E. Stevens,73,73,Republic of Ireland,74
P. Cissé,73,82,,
E. Krafth,73,77,Sweden,76
R. Fredericks,73,75,,
Rodrigo Galo,73,73,,
N. Cardozo,73,73,,
O. Hernández,73,74,,
Freder Cabral,73,73,,
S. Vittor,73,74,,
A. Maher,73,76,,
G. Silva,73,78,Independiente,75
C. Baeza,73,75,,
André Sousa,73,73,,
P. Klement,73,74,,
Vadillo,73,78,,
J. Molina,73,73,,
M. Loum,73,82,,
U. Račić,73,81,,
F. Macheda,73,74,,
Manquillo,73,77,,
M. Pérez,73,73,,
D. Kamada,73,80,,
Jaim Abra,73,73,,
Enric Gallego,73,73,,
Luis Milla,73,80,,
Diego Oliveira,73,73,,
S. Skrzybski,73,74,,
J. Ward,73,73,,
V. Cantillo,73,80,,
C. Löwe,73,73,,
Y. Seleznyov,73,73,,
Nildo Petrolina,73,73,,
I. Kovács,73,74,,
E. Pavez,73,73,,
L. Siligardi,73,73,,
M. Miazga,73,78,United States,74
R. Assalé,73,78,,
P. Kasami,73,74,,
Fran Rico,73,73,,
Carlos Ponck,73,78,,
D. Braghieri,73,73,,
B. Cesar,73,73,,
J. Vossen,73,73,,
S. Taniguchi,73,74,,
D. Pérez,73,73,,
D. Dessoleil,73,76,,
Pedro Sá,73,79,,
M. Krohn-Dehli,73,73,,
R. Kent,73,84,,
J. Kenny,73,79,,
G. Jung,73,80,,
R. Nuzzolo,73,73,,
T. Smith,73,76,,
A. Acquah,73,73,,
Guerrero,73,73,,
D. Roef,73,77,,
David Braz,73,73,,
E. Derdiyok,73,73,,
J. Cuevas,73,73,,
Alex Bergantiños,73,73,,
Vesga,73,78,,
K. Grosicki,73,73,Poland,77
K. Ajer,73,82,Norway,75
G. Lezcano,73,73,,
André Martins,73,73,,
S. Araujo,73,74,,
S. Long,73,73,Republic of Ireland,74
J. Sorbon,73,73,,
A. Webster,73,77,,
Samu Saiz,74,74,,
Marc Muniesa,74,78,,
Moi Gómez,74,79,,
Welthon,74,76,,
Camilo,74,74,,
Enaldo Toxeto,74,74,,
J. Gallardo,74,80,Monterrey,75
F. Soldano,74,81,,
L. Advíncula,74,74,Peru,73
B. Douglas,74,74,,
R. Cota,74,74,,
Ricardo Costa,74,74,,
J. Bryan,74,78,,
